anotador,anillador,codigo,talla_anillo,numero_anillo,nombre_especie,codigo_especie,edad,edad_por,edad_por,sexo, sexo_por, sexo_por,codigo_ciclo,protuberancia_cloacal,parche_Incubacion,grasa,muda_cuerpo,muda_vuelo,desgaste_vuelo,plumaje_juvenil,limite_muda,limite_muda,osificacion,ala,cola,tarso,l_pico,a_pico,n_pico,peso,estado,dia,mes,anho,hora_captura,estacion,red,notas,Fotos,limite,limite_2,muda_vuelo,cmen,cmed1,cmed2,cmed3,cmed4,cmed5,cmed6,cmed7,cmed8,cmed9,cmed10,cmay1,cmay2,cmay3,cmay4,cmay5,cmay6,cmay7,cmay8,cmay9,cmay10,cc,a1,a2,a3,cprim1,cprim2,cprim3,cprim4,cprim5,cprim6,cprim7,cprim8,cprim9,cprim10,sec9,sec8,sec7,sec6,sec5,sec4,sec3,sec2,sec1,prim1,prim2,prim3,prim4,prim5,prim6,prim7,prim8,prim9,prim10,rec_izq6,rec_izq5,rec_izq4,rec_izq3,rec_izq2,rec_izq1,rec_der1,rec_der2,rec_der3,rec_der4,rec_der5,rec_der6,notas_muda
RPP,RPP,N,B,8863,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,N,P,G,C,3,60,54,22.2,8.7,4,5.6,12.3,N,10,6,2019,1147,TR09 ,4,CM 1-6(5) 7-10(0),SI,G,C,,,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8864,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,I,P,G,M,3,59,54,22,8,3.9,5.6,13.5,N,10,6,2019,1150,TR09 ,6,,SI,M,G,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8865,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,I,N,N,I,P,V,M,4,63,56,23,9,3.9,5.5,11.8,N,10,6,2019,1157,TR09 ,7,,SI,M,V,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8866,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,I,I,N,I,P,V,A,2,59,52,21.8,8.1,4.2,5.1,11.6,N,11,6,2019,723,TR08,6,TODA LA CABEZA GRIS Y MARRON,SI,V,A,,,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8867,Myiothlypis fraseri,MYIFRA,P,S,J,D,D,,FCF,N,N,L,N,A,L,P,V,C,2,60,54,23.1,8.9,4,5.4,12.4,N,11,6,2019,757,TR08,3,SD3(3) MUDA ACCIDENTAL,SI,V,C,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8868,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,I,N,I,P,G,M,3,59,56,22.2,8.2,4.1,5.8,12.5,N,11,6,2019,758,TR08,10, CM 1-5(5) 6-10(0) 5 ULTIMA COBERTORAS MEDIANAS SON VIEJAS,SI,M,G,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8869,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,I,I,N,N,P,V,M,3,63,57,23.5,9.3,4.1,5.4,12.8,N,11,6,2019,1000,TR08,10,CORONA NEGRA 18.7 mm,SI,M,V,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8870,Myiothlypis fraseri,MYIFRA,P,S,J,D,D,,FCF,N,N,L,I,N,M,P,V,C,3,64,58,22.2,8.5,4.3,5.7,14.1,N,11,6,2019,1035,TR08,9,CORONA NEGRA: 21.1 mm,SI,V,C,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,8871,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,L,N,L,D,V,A,2,61,55,22.7,7.8,3.6,5.5,12.8,N,11,6,2019,1122,TR08,10,CORONA NEGRA: 8 mm / POSIBLE FCJ,SI,V,A,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8872,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,L,P,V,M,3,65,60,23.2,9.1,4.1,5.6,12.1,N,14,6,2019,715,TR10,1,MCP: 30 MCN: 18.6,SI,V,M,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8873,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,M,3,61,58,22.9,8.5,4,5.7,12.9,N,14,6,2019,716,TR10,1,MCP: 25 MCN: 16.9 VOLVIO A CAER POR LA RED 9 PESO 12.8 g,SI,V,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8874,Myiothlypis fraseri,MYIFRA,P,S,J,D,D,,FCF,N,N,L,N,N,M,P,V,A,1,56,52,22.5,8.4,4.4,5.6,12.3,N,14,6,2019,847,TR10,5,MCP: 23 ,SI,V,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8875,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,M,2,56,50,22.1,8.9,3.8,5.9,11.7,N,14,6,2019,935,TR10,5,MCP: 33 MCN: 11.4,SI,M,V,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8876,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,L,L,N,L,M,V,A,1,59,55,22,9,4,5.4,12.4,N,14,6,2019,937,TR10,7,MCP: 34 MCN: 4.4,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8877,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,P,V,M,3,62,56,22.9,8.1,4,5.6,13.3,N,14,6,2019,1104,TR10,5,MCP:26 MCN:14.9,SI,M,V,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV ,TAV,N,B,8878,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,I,M,G,M,D,58,55,22.9,8.2,4.1,5.8,11.2,N,15,6,2019,725,TR11,7,,SI,G,M,,,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8879,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,L,N,N,I,P,M,A,3,58,51,22.9,8.2,4.2,5.3,11.5,N,15,6,2019,822,TR11,4,MCP:23 MCN:22.5,SI,M,A,,0,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8880,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,P,G,M,4,61,57,22.4,9.1,4.1,5.8,12.8,N,15,6,2019,823,TR11,3,MCN: 16.8 MCP:22 RD6(3),SI,G,M,,,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8881,Myiothlypis fraseri,MYIFRA,P,S,,D,D,,FCF,N,N,M,N,N,L,P,V,A,2,63,56,24.1,8.2,4,5.4,12.8,N,15,6,2019,819,TR11,7,MCP: 24 MCN: 20.8,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8882,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,L,N,N,L,P,V,M,2,64,57,22.6,8.6,3.8,5.5,12.2,N,15,6,2019,823,TR11,3,MCP: 25 MCN:18.7,SI,M,V,,,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8883,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FPF,N,N,N,I,N,M,P,G,M,3,62,54,22.2,8.4,4,5.6,12.7,N,15,6,2019,912,TR11,8,MCP:26 MCN:19.6 MCB:6.8,SI,M,G,,0,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8884,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,66,60,22.5,8.4,4.2,5.5,13.4,N,15,6,2019,1019,TR11,9,MCP:25 MCN:24.1 MCB:7.3,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8885,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,V,M,3,61,56,22.5,8.5,3.9,5.2,13.4,N,15,6,2019,1017,TR11,4,MCP:24 MCN:18.0,SI,V,M,,,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,8887,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,M,3,60,,22.4,8.1,3.9,5.5,12.5,N,15,6,2019,1025,TR11,6,MCP: 26 MCN:17.7 MCB:4.7 FOTOS PARA TESIS,SI,M,V,,0,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,DGO ,N,B,8888,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,L,P,G,,2,57,52,22.5,8,3.9,5.4,13.5,N,15,6,2019,1140,TR11,3,,NO,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,DGO ,N,B,8889,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,,3,59,54,23,8.6,4,5,12.8,N,15,6,2019,1225,TR11,3,MCP:23 MCN:11.1 MCB:7,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO ,N,B,8893,Myiothlypis fraseri,MYIFRA,P,F,S,D,D,,FCF,N,N,M,N,N,I,P,M,A,3,65,60,22.2,8.5,4,5.8,13.3,N,18,6,2019,652,TR02,2,MCP :26 MCM 20.0 MCB:5.6,SI,M,A,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,RPP,N,B,8894,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,N,L,N,I,P,V,M,4,62,55,22.4,8.2,3.8,5.4,12.6,N,18,6,2019,656,TR02,5,MCP: 24 MCN:16.9 MCB:4.5,SI,M,V,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO ,N,B,8895,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,C,N,N,L,P,V,A,3,60,53,22.5,9,4,5.5,13.9,N,18,6,2019,657,TR02,2,MCP:25 MCN:8.2 MCB:6.2,SI,V,A,,,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,RPP,N,B,8896,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,N,N,I,N,N,,5,61,56,22.2,8.3,4.1,5.2,12.4,N,18,6,2019,730,TR02,,MCP:22 MCN:17.7 LB:4.1/ POSIBLE LIMITE EN A,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO ,N,B,8897,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,M,P,G,A,3,58,,,,,,11.8,N,18,6,2019,,TR02,,MCP: 25 MCN:14.7 MCB:6.5,SI,G,A,,,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,RPP,N,B,8898,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,M,,3,60,,,,,,11.9,N,18,6,2019,,TR02,,MCP: 24 MCN:12.2 MCB:4.7,SI,M,,,,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO ,N,B,8899,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,P,V,A,2,58,,,,,,11.4,N,18,6,2019,,TR02,,MCP: 23 MCN:8.8 MCB:3.9,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,RPP,N,B,8900,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FPF,N,N,L,N,N,L,P,G,M,,61,,,,,,13.1,N,18,6,2019,,TR02,,MCP: 26 MCN:18.4 MCB:5.1 revisar fotos tesis,SI,G,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13301,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,L,N,N,L,P,V,M,2,62,,,,,,12.3,N,18,6,2019,930,TR02 ,,MCP 26 MCN 22.2 MCB 4.6,SI,V,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13302,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,V,,3,61,,,,,,12.5,N,18,6,2019,930,TR02 ,,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13303,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,C,N,N,L,P,G,,3,63,,,,,,14.4,N,18,6,2019,930,TR02 ,,FOTOS PARA TESIS,  REVISAR LIMITE EN ULTIMAS MEDIANAS IMG 8761,SI,G,,,,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13304,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,,2,62,,,,,,12.7,N,18,6,2019,930,TR02 ,,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13305,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FPF,N,N,N,N,N,L,P,V,C,2,62,,,,,,12,N,18,6,2019,930,TR02 ,,MCN 25 FOTOS PARA TESIS,SI,V,C,,,,,,,,,1,,,,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13306,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,G,,2,62,,,,,,12.9,N,18,6,2019,930,TR02 ,,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13307,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,M,P,G,,3,59,,,,,,11.4,N,18,6,2019,930,TR02 ,,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13308,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,L,P,G,C,2,61,,,,,,12,N,18,6,2019,930,TR02 ,,FOTOS PARA TESIS REVISAR COBERTORAS MEDIANAS POSIBLE LIMITE,SI,G,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13309,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,L,P,V,,2,60,,,,,,13.2,N,18,6,2019,930,TR02 ,,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13310,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,L,P,G,,4,62,,22.2,7.7,3.7,5.6,13.3,N,18,6,2019,930,TR02 ,,MCP 25 MCN 21 MCB 7,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,RPP,N,B,13311,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,I,N,I,P,N,,1,57,53,21.8,8.2,4,6,12.3,N,18,6,2019,1007,TR02 ,8,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13312,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,P,V,A,2,62,55,21.7,9.2,3.7,5.5,12.4,N,18,6,2019,1046,TR02 ,,MCP 25 MCN 14 MCB 4 Fotos para tesis,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,,N,B,13313,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,I,P,V,,2,58,55,21.5,8.8,3.8,5.6,13.1,N,18,6,2019,1042,TR02 ,2,MCP 22 MCN 0 MCB 5.2,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13315,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,L,P,V,A,2,64,61,22.6,9.8,3.7,5.5,12.7,N,19,6,2019,708,TR03 ,2,MCP 24 MCN 21 MCB 7,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13316,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,I,N,I,P,V,A,3,63,57,21.8,8.2,4.1,5.2,13.4,N,19,6,2019,713,TR03 ,5,MCP 23 MCN 22 MCB 4,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13317,Myiothlypis fraseri,MYIFRA,P,M,S ,D,D,,FCF,N,N,N,I,N,L,P,V,A,3,64,56,22.9,8.5,4.1,5.8,12.3,N,19,6,2019,712,TR03 ,5,MCP 26 MCN 21 MCB 5,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13318,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,G,M,3,62,,,,,,12.6,N,19,6,2019,820,TR03 ,10,MCP 27 ÈLTIMA COBERTORA MAYOR RETENIDA,NO,M,G,,,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13319,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,M,P,G,,3,64,,,,,,12.1,N,19,6,2019,820,TR03 ,8,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13320,Myiothlypis fraseri,MYIFRA,P,H,S,D,D,,FCF,N,N,L,I,N,N,P,G,,5,59,,,,,,11.6,N,19,6,2019,840,TR03 ,7,EDAD POR MARCAS DE CRECIMIENTO // MCP 24,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,13322,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,G,,3,64,42,17.1,8.7,5.6,5.2,12.5,N,19,6,2019,957,TR03 ,10,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13323,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,L,N,N,N,N,,6,62,56,21.7,9.2,4,5.6,14.7,N,19,6,2019,1225,TR03 ,5,MCP 23 MCN 32 MCB 7,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13324,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,V,A,3,57,52,21.8,8.5,4,5.8,11.5,N,20,6,2019,637,TR04,4,MCP:23 MCN:15 MCB:7,SI,V,A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13325,Myiothlypis fraseri,MYIFRA,P,M,H,D,D,,FCF,N,N,N,I,N,N,P,G,,4,63,54,21.7,8.4,4.2,5.2,11.9,N,20,6,2019,745,TR04,5,MCP:24 MCN:17 MCB:8 / FOTOS 8820,SI,G,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13326,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,C,I,N,I,P,V,A,3,58,,,,,,13.6,N,20,6,2019,714,TR04,4,,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13327,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,C,N,N,L,P,V,A,3,60,,,,,,13.4,N,20,6,2019,723,TR04,5,,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
